service_id,customer_id,service_date,service_type,service_center,city,promised_duration_hours,actual_duration_hours,delay_hours,labor_cost,parts_cost,total_cost,technician_skill_rating,wait_time_minutes,communication_satisfaction,overall_satisfaction,recommendation_score,nps_category,follow_up_received,issue_resolved_first_visit,service_advisor_rating,facility_cleanliness_rating,parts_availability,booking_method,pickup_dropoff_used,warranty_claim
SRV_000111,CUST_01211,2024-10-05 05:00:18.723244,Brake Service,Hinjewadi,Pune,3.1,3.7,0.6,4876.0,1058.0,5933.0,0.94,51.0,4.0,4.4,7.5,Passive,False,True,4.8,4.9,Available,Walk-in,False,False
SRV_000112,CUST_01956,2024-05-25 05:00:18.766243,Oil Change,Aliganj,Lucknow,1.6,2.1,0.5,2725.0,814.0,3538.0,0.66,85.0,3.2,3.7,7.6,Passive,False,True,4.3,4.8,Delayed,Online,False,False
SRV_000113,CUST_00696,2024-08-07 05:00:18.692244,Regular Service,Dwarka,Delhi,3.3,2.4,0.0,4647.0,62.0,4709.0,0.7,56.0,4.2,3.5,7.5,Passive,False,True,3.4,4.7,Delayed,Online,True,False
SRV_000114,CUST_00908,2023-05-23 05:00:18.697242,Transmission Service,Jayanagar,Bangalore,5.9,5.1,0.0,23093.0,4391.0,27485.0,0.63,92.0,3.8,3.0,3.0,Detractor,False,True,4.4,4.7,Available,Mobile App,False,False
SRV_000115,CUST_01926,2024-08-05 05:00:18.766243,Transmission Service,Prahlad Nagar,Ahmedabad,6.1,6.7,0.6,13180.0,4287.0,17467.0,0.95,102.0,3.5,4.0,7.7,Passive,False,True,4.3,4.4,Available,Online,False,True
SRV_000116,CUST_00361,2024-02-23 05:00:18.665243,Transmission Service,Marathahalli,Bangalore,6.2,9.7,3.5,15184.0,4252.0,19436.0,0.87,71.0,4.1,3.0,5.0,Detractor,False,True,4.9,4.8,Available,Mobile App,True,False
SRV_000117,CUST_00926,2024-02-06 05:00:18.697242,Transmission Service,Electronic City,Bangalore,6.8,6.9,0.2,28453.0,7008.0,35461.0,0.81,32.0,4.1,3.3,0.9,Detractor,True,True,3.2,4.6,Available,Mobile App,False,False
SRV_000118,CUST_00356,2024-09-18 05:00:18.665243,Regular Service,Marathahalli,Bangalore,3.1,3.1,0.1,2876.0,35.0,2911.0,0.87,119.0,4.2,4.5,9.1,Promoter,False,True,4.2,3.5,Delayed,Walk-in,False,False
SRV_000119,CUST_01277,2024-01-10 05:00:18.731244,Major Service,Marathahalli,Bangalore,6.5,5.3,0.0,8445.0,1148.0,9593.0,0.75,33.0,3.4,4.4,8.0,Passive,False,True,3.1,3.7,Not Available,Online,False,False
SRV_000120,CUST_00739,2025-05-16 05:00:18.693242,Regular Service,Maninagar,Ahmedabad,2.7,3.2,0.6,5183.0,801.0,5984.0,0.87,80.0,4.8,3.9,7.6,Passive,True,True,3.5,4.7,Not Available,Phone,True,False
SRV_000121,CUST_00923,2023-07-29 05:00:18.697242,Oil Change,Tambaram,Chennai,1.6,2.2,0.6,2662.0,122.0,2784.0,0.66,108.0,4.5,3.9,7.2,Passive,True,True,4.9,3.6,Available,Mobile App,True,False
SRV_000122,CUST_01181,2023-06-13 05:00:18.722244,AC Service,Thane,Mumbai,4.3,5.0,0.7,4426.0,1153.0,5579.0,0.94,26.0,3.2,3.8,7.0,Passive,False,False,4.3,4.4,Available,Online,False,False
SRV_000123,CUST_01361,2023-12-06 05:00:18.734243,Regular Service,Goregaon,Mumbai,4.5,3.8,0.0,4056.0,1167.0,5223.0,0.64,33.0,3.8,3.9,7.1,Passive,True,True,3.2,3.6,Available,Mobile App,True,False
SRV_000124,CUST_01724,2023-09-28 05:00:18.760245,Oil Change,Mansarovar,Jaipur,1.2,1.5,0.3,1828.0,587.0,2415.0,0.86,6.0,3.7,3.9,7.8,Passive,True,True,4.5,4.7,Not Available,Phone,False,False
SRV_000125,CUST_01170,2025-07-06 05:00:18.721244,Major Service,Aliganj,Lucknow,5.7,3.9,0.0,12177.0,2852.0,15029.0,0.69,99.0,3.4,3.1,3.3,Detractor,False,True,4.4,3.9,Delayed,Mobile App,True,True
SRV_000126,CUST_01971,2023-03-30 05:00:18.767245,Battery Replacement,Hinjewadi,Pune,1.1,1.2,0.0,6673.0,2379.0,9052.0,0.69,95.0,4.0,3.9,7.8,Passive,False,True,3.6,3.5,Available,Mobile App,False,False
SRV_000127,CUST_01813,2025-12-18 05:00:18.763244,Oil Change,Koramangala,Bangalore,1.6,2.2,0.6,1678.0,587.0,2265.0,0.7,9.0,3.3,3.2,0.9,Detractor,True,True,3.8,4.2,Not Available,Mobile App,False,False
SRV_000128,CUST_01215,2023-08-02 05:00:18.723244,Regular Service,Tambaram,Chennai,3.3,3.6,0.3,2931.0,957.0,3889.0,0.87,116.0,3.3,4.0,8.0,Passive,False,True,4.1,3.7,Delayed,Mobile App,False,True
SRV_000129,CUST_01674,2026-02-18 05:00:18.759243,Transmission Service,Whitefield,Bangalore,7.3,8.8,1.5,23376.0,1769.0,25145.0,0.84,91.0,4.1,4.3,7.6,Passive,True,True,4.5,4.8,Delayed,Mobile App,False,False
SRV_000130,CUST_00084,2022-12-20 05:00:18.657826,Major Service,Mansarovar,Jaipur,4.7,4.8,0.2,13467.0,67.0,13533.0,0.67,28.0,3.9,4.1,7.3,Passive,True,True,4.1,3.8,Not Available,Online,True,False
SRV_000131,CUST_00365,2024-11-18 05:00:18.683245,Major Service,Prahlad Nagar,Ahmedabad,3.7,4.7,1.0,8031.0,214.0,8245.0,0.86,81.0,4.4,3.9,7.7,Passive,False,True,4.7,4.8,Not Available,Online,True,False
SRV_000132,CUST_01362,2022-11-02 05:00:18.734243,Engine Repair,Indira Nagar,Lucknow,7.6,7.8,0.2,58539.0,3566.0,62105.0,0.65,90.0,4.8,3.7,7.6,Passive,False,True,4.3,4.5,Delayed,Online,False,False
SRV_000133,CUST_00742,2023-11-04 05:00:18.693242,AC Service,Malviya Nagar,Jaipur,3.1,2.8,0.0,2695.0,197.0,2892.0,0.83,76.0,4.2,3.9,7.6,Passive,False,True,3.3,4.9,Not Available,Online,False,False
SRV_000134,CUST_00388,2023-04-05 05:00:18.684243,Regular Service,Maninagar,Ahmedabad,3.4,5.1,1.7,2256.0,594.0,2850.0,0.78,80.0,4.5,4.0,7.6,Passive,True,True,4.5,4.9,Delayed,Online,False,False
SRV_000135,CUST_00492,2024-02-19 05:00:18.686242,Regular Service,Mansarovar,Jaipur,2.7,2.2,0.0,2362.0,154.0,2516.0,0.68,28.0,3.0,4.0,7.4,Passive,False,True,3.3,4.2,Delayed,Online,True,False
SRV_000136,CUST_00844,2025-05-08 05:00:18.695242,Regular Service,Connaught Place,Delhi,3.8,4.5,0.7,2538.0,46.0,2584.0,0.9,39.0,3.3,3.9,7.5,Passive,False,True,3.4,3.9,Delayed,Walk-in,False,False
SRV_000137,CUST_00551,2026-01-15 05:00:18.688243,Battery Replacement,Electronic City,Bangalore,1.0,1.4,0.4,4355.0,751.0,5106.0,0.77,59.0,4.4,3.6,8.0,Passive,True,True,3.6,4.7,Not Available,Online,False,False
SRV_000138,CUST_00867,2023-08-11 05:00:18.696242,Regular Service,Dwarka,Delhi,3.1,2.7,0.0,4344.0,621.0,4965.0,0.86,9.0,3.5,4.6,9.1,Promoter,True,False,4.6,4.3,Delayed,Online,False,False
SRV_000139,CUST_01878,2023-12-17 05:00:18.765246,Regular Service,Whitefield,Bangalore,3.9,3.1,0.0,4423.0,568.0,4991.0,0.89,62.0,4.0,4.2,7.2,Passive,False,True,3.9,3.6,Available,Phone,True,False
SRV_000140,CUST_01667,2024-06-11 05:00:18.759243,Oil Change,Jayanagar,Bangalore,1.5,2.3,0.8,1676.0,185.0,1861.0,0.84,50.0,3.0,4.1,7.8,Passive,True,True,3.3,4.9,Not Available,Online,True,False
SRV_000141,CUST_00760,2026-02-18 05:00:18.693242,Oil Change,Gachibowli,Hyderabad,1.8,1.9,0.0,2527.0,282.0,2808.0,0.86,109.0,3.2,3.8,7.4,Passive,False,True,3.6,4.2,Not Available,Phone,True,False
SRV_000142,CUST_00153,2024-08-19 05:00:18.660247,Regular Service,Satellite,Ahmedabad,3.0,4.8,1.8,2396.0,53.0,2450.0,0.72,63.0,4.2,3.9,7.1,Passive,False,True,4.9,4.3,Available,Phone,True,False
SRV_000143,CUST_00370,2024-07-02 05:00:18.683245,Oil Change,Velachery,Chennai,1.7,1.9,0.2,2423.0,524.0,2947.0,0.95,49.0,4.0,3.9,7.1,Passive,True,True,3.2,4.3,Not Available,Walk-in,True,False
SRV_000144,CUST_00334,2025-09-18 05:00:18.664243,Regular Service,Howrah,Kolkata,2.0,3.5,1.4,4902.0,1287.0,6189.0,0.92,114.0,4.4,3.8,7.2,Passive,True,True,3.7,3.9,Delayed,Online,True,False
SRV_000145,CUST_00265,2025-01-04 05:00:18.663245,Oil Change,Whitefield,Bangalore,1.2,1.2,0.0,3041.0,907.0,3948.0,0.89,52.0,4.2,3.8,7.8,Passive,False,True,3.5,4.6,Not Available,Mobile App,True,False
SRV_000146,CUST_00403,2024-11-16 05:00:18.684243,Brake Service,Kothrud,Pune,2.1,2.5,0.5,6142.0,740.0,6882.0,0.82,11.0,3.6,3.8,7.4,Passive,False,False,3.5,4.1,Available,Mobile App,True,False
SRV_000147,CUST_01518,2024-11-03 05:00:18.740245,Brake Service,Aliganj,Lucknow,4.4,3.7,0.0,7435.0,261.0,7696.0,0.6,12.0,3.9,3.2,5.2,Detractor,True,False,4.5,4.5,Available,Walk-in,True,True
SRV_000148,CUST_00857,2025-09-26 05:00:18.695242,Regular Service,Aundh,Pune,2.6,2.6,0.0,4066.0,1248.0,5314.0,0.79,10.0,4.0,3.7,7.1,Passive,True,False,4.2,4.3,Available,Phone,False,False
SRV_000149,CUST_01560,2025-02-13 05:00:18.741246,AC Service,Gomti Nagar,Lucknow,4.1,5.3,1.2,6151.0,673.0,6824.0,0.62,19.0,4.4,2.8,4.2,Detractor,True,True,3.0,4.3,Not Available,Mobile App,False,False
SRV_000150,CUST_00608,2025-04-15 05:00:18.690242,AC Service,Koramangala,Bangalore,2.3,2.4,0.1,8143.0,2482.0,10625.0,0.95,85.0,3.7,4.3,7.1,Passive,False,True,3.8,3.9,Delayed,Online,False,False
SRV_000151,CUST_01020,2023-09-25 05:00:18.700242,Oil Change,Maninagar,Ahmedabad,1.5,1.8,0.3,1546.0,6.0,1552.0,0.9,47.0,3.5,4.5,9.1,Promoter,True,True,3.1,4.9,Not Available,Online,True,False
SRV_000152,CUST_00653,2024-12-24 05:00:18.691243,Regular Service,Madhapur,Hyderabad,3.2,2.5,0.0,5749.0,1860.0,7610.0,0.81,43.0,3.5,3.2,1.1,Detractor,True,True,3.9,3.9,Not Available,Mobile App,False,False
SRV_000153,CUST_01978,2024-08-08 05:00:18.767245,Major Service,Prahlad Nagar,Ahmedabad,5.7,6.5,0.8,12760.0,1633.0,14393.0,0.83,91.0,4.8,3.7,7.7,Passive,False,True,3.6,4.6,Not Available,Phone,False,False
SRV_000154,CUST_01314,2024-10-10 05:00:18.733242,Major Service,Kothrud,Pune,6.5,5.5,0.0,9364.0,1207.0,10571.0,0.87,117.0,4.0,4.1,7.0,Passive,True,True,5.0,4.5,Delayed,Online,False,False
SRV_000155,CUST_00551,2025-03-13 05:00:18.688243,Regular Service,Electronic City,Bangalore,2.9,3.4,0.5,2301.0,171.0,2472.0,0.8,20.0,4.0,3.3,4.2,Detractor,True,True,4.1,4.8,Delayed,Walk-in,True,False
SRV_000156,CUST_00135,2025-11-09 05:00:18.659245,Major Service,Baner,Pune,8.7,10.4,1.8,10255.0,3130.0,13385.0,0.96,77.0,3.2,3.8,7.2,Passive,False,False,4.4,3.8,Not Available,Walk-in,True,True
SRV_000157,CUST_01889,2023-10-22 05:00:18.765246,Major Service,Powai,Mumbai,7.3,4.7,0.0,8152.0,306.0,8458.0,0.77,39.0,4.3,3.7,7.2,Passive,True,True,4.3,4.4,Not Available,Phone,True,False
SRV_000158,CUST_01285,2025-07-19 05:00:18.732246,Transmission Service,Hazratganj,Lucknow,6.1,6.3,0.2,13458.0,453.0,13911.0,0.65,115.0,3.7,4.1,7.4,Passive,True,True,3.2,3.5,Delayed,Walk-in,True,False
SRV_000159,CUST_01589,2025-06-03 05:00:18.742244,Oil Change,Malviya Nagar,Jaipur,1.3,1.0,0.0,2638.0,1048.0,3685.0,0.65,51.0,3.1,3.3,1.2,Detractor,True,False,3.6,4.2,Delayed,Online,True,False
SRV_000160,CUST_00911,2024-12-15 05:00:18.697242,AC Service,Jayanagar,Bangalore,2.6,3.1,0.5,6882.0,862.0,7744.0,0.65,62.0,4.1,2.6,2.8,Detractor,True,True,3.0,4.5,Delayed,Mobile App,False,False
SRV_000161,CUST_01788,2026-01-19 05:00:18.762244,Regular Service,Andheri West,Mumbai,2.3,3.9,1.6,2413.0,549.0,2963.0,0.93,96.0,3.8,3.9,7.2,Passive,False,True,4.9,4.8,Delayed,Mobile App,True,False
SRV_000162,CUST_01991,2025-04-01 05:00:18.767245,Regular Service,Lajpat Nagar,Delhi,2.2,2.7,0.5,3785.0,978.0,4763.0,0.69,74.0,4.1,4.0,7.7,Passive,False,True,3.2,4.4,Not Available,Mobile App,True,False
SRV_000163,CUST_00438,2024-10-12 05:00:18.685242,AC Service,Maninagar,Ahmedabad,4.1,4.4,0.3,6441.0,727.0,7168.0,0.66,35.0,3.2,3.4,1.8,Detractor,True,False,3.8,3.7,Available,Online,True,False
SRV_000164,CUST_01167,2023-12-21 05:00:18.721244,Regular Service,Goregaon,Mumbai,2.5,2.3,0.0,3018.0,304.0,3322.0,0.87,117.0,3.2,4.2,7.9,Passive,True,True,4.4,4.0,Delayed,Walk-in,True,False
SRV_000165,CUST_00840,2024-10-04 05:00:18.695242,Regular Service,Marathahalli,Bangalore,2.3,2.4,0.1,3193.0,589.0,3782.0,0.94,68.0,3.2,4.6,9.9,Promoter,False,True,4.0,4.0,Not Available,Walk-in,True,False
SRV_000166,CUST_01765,2023-03-01 05:00:18.761245,Major Service,Howrah,Kolkata,6.0,4.9,0.0,8539.0,2498.0,11037.0,0.86,92.0,4.6,4.0,8.0,Passive,False,True,3.6,4.1,Delayed,Walk-in,False,False
SRV_000167,CUST_01123,2024-02-03 05:00:18.719245,Battery Replacement,Rajarhat,Kolkata,1.8,1.6,0.0,7855.0,2691.0,10546.0,0.68,49.0,3.9,3.6,7.5,Passive,True,True,3.3,3.6,Delayed,Walk-in,False,False
SRV_000168,CUST_01201,2025-02-21 05:00:18.723244,Major Service,Malviya Nagar,Jaipur,6.4,6.4,0.0,14658.0,1938.0,16596.0,0.76,55.0,3.5,3.5,5.3,Detractor,True,True,3.0,3.6,Not Available,Mobile App,False,False
SRV_000169,CUST_01582,2024-10-25 05:00:18.741246,Major Service,T. Nagar,Chennai,6.0,5.4,0.0,13991.0,1629.0,15620.0,0.75,94.0,4.3,3.2,1.1,Detractor,False,True,4.2,4.2,Delayed,Online,True,False
SRV_000170,CUST_01145,2023-12-22 05:00:18.721244,Brake Service,T. Nagar,Chennai,2.6,2.2,0.0,6846.0,1166.0,8012.0,0.73,10.0,3.0,3.6,7.1,Passive,True,True,4.2,4.7,Delayed,Phone,True,False
SRV_000171,CUST_01024,2023-12-29 05:00:18.700242,Brake Service,Lajpat Nagar,Delhi,2.2,2.7,0.4,3996.0,1169.0,5165.0,0.69,6.0,3.1,4.5,7.3,Passive,False,True,4.5,4.5,Not Available,Mobile App,False,False
SRV_000172,CUST_01630,2024-05-21 05:00:18.743243,Brake Service,Andheri West,Mumbai,5.5,5.0,0.0,3675.0,401.0,4076.0,0.64,46.0,3.4,3.8,7.5,Passive,True,True,4.5,4.6,Delayed,Walk-in,True,False
SRV_000173,CUST_01486,2023-10-28 05:00:18.739244,AC Service,Powai,Mumbai,3.5,4.3,0.8,5837.0,1338.0,7175.0,0.83,80.0,4.0,3.3,5.9,Detractor,False,True,4.6,3.6,Available,Online,False,False
SRV_000174,CUST_01384,2025-06-24 05:00:18.736244,Oil Change,Connaught Place,Delhi,2.1,2.6,0.5,1710.0,356.0,2066.0,0.79,66.0,3.7,4.0,7.6,Passive,False,True,3.9,4.4,Available,Walk-in,True,False
SRV_000175,CUST_01472,2023-07-10 05:00:18.739244,Battery Replacement,Aundh,Pune,1.9,1.5,0.0,7967.0,2189.0,10156.0,0.8,98.0,4.2,3.7,7.6,Passive,False,True,3.6,4.4,Available,Phone,True,False
SRV_000176,CUST_01095,2024-01-15 05:00:18.701242,Major Service,Park Street,Kolkata,4.3,3.7,0.0,17709.0,2669.0,20378.0,0.78,5.0,3.1,3.7,7.5,Passive,False,True,3.8,4.8,Available,Online,False,True
SRV_000177,CUST_01736,2025-06-23 05:00:18.761245,Regular Service,Aliganj,Lucknow,3.3,4.8,1.5,4914.0,1063.0,5977.0,0.95,112.0,3.8,4.3,7.4,Passive,True,False,3.5,4.2,Available,Phone,False,True
SRV_000178,CUST_00075,2025-07-30 05:00:18.657243,Regular Service,Madhapur,Hyderabad,3.5,2.6,0.0,3738.0,1466.0,5204.0,0.87,36.0,4.1,3.8,7.8,Passive,False,True,4.6,4.3,Not Available,Mobile App,True,False
SRV_000179,CUST_00452,2023-05-19 05:00:18.685242,Regular Service,Banjara Hills,Hyderabad,2.3,2.9,0.6,4533.0,586.0,5119.0,0.78,91.0,4.2,3.8,7.1,Passive,True,True,3.9,3.6,Not Available,Online,False,False
SRV_000180,CUST_01541,2023-09-09 05:00:18.740245,Regular Service,Koramangala,Bangalore,3.3,3.7,0.5,2907.0,593.0,3501.0,0.76,65.0,3.8,4.1,7.5,Passive,False,True,4.7,4.9,Not Available,Mobile App,False,True
SRV_000181,CUST_01857,2025-07-30 05:00:18.764388,Oil Change,Gomti Nagar,Lucknow,1.9,2.0,0.1,2522.0,182.0,2704.0,0.84,70.0,4.3,4.2,7.1,Passive,True,True,4.6,4.3,Delayed,Online,True,False
SRV_000182,CUST_01759,2024-06-24 05:00:18.761245,Regular Service,Thane,Mumbai,3.2,4.1,0.9,3465.0,1269.0,4734.0,0.99,22.0,3.7,3.6,7.1,Passive,True,True,4.1,4.8,Available,Walk-in,False,False
SRV_000183,CUST_01960,2026-03-13 05:00:18.767245,Major Service,Maninagar,Ahmedabad,7.0,7.6,0.5,14449.0,1402.0,15851.0,0.73,84.0,3.3,3.6,7.7,Passive,True,True,3.0,4.2,Available,Online,True,False
SRV_000184,CUST_01678,2024-11-29 05:00:18.759243,Regular Service,Aliganj,Lucknow,3.6,2.8,0.0,2654.0,343.0,2997.0,0.94,76.0,3.2,4.4,7.0,Passive,True,True,4.4,4.6,Not Available,Walk-in,False,False
SRV_000185,CUST_00362,2024-11-13 05:00:18.665243,Oil Change,Maninagar,Ahmedabad,1.6,1.3,0.0,2264.0,189.0,2453.0,0.72,117.0,3.2,3.7,7.9,Passive,True,False,4.6,4.8,Available,Mobile App,False,True
SRV_000186,CUST_01248,2024-08-04 05:00:18.730244,Regular Service,Bandra East,Mumbai,3.6,4.3,0.6,4457.0,1384.0,5842.0,0.83,117.0,4.3,3.6,7.5,Passive,True,True,4.6,4.4,Delayed,Mobile App,False,False
SRV_000187,CUST_01358,2024-05-20 05:00:18.734243,Regular Service,Satellite,Ahmedabad,3.8,4.0,0.2,2880.0,1054.0,3935.0,0.77,76.0,3.1,4.7,9.8,Promoter,True,False,4.0,4.6,Not Available,Phone,True,False
SRV_000188,CUST_01565,2025-04-24 05:00:18.741246,Major Service,Anna Nagar,Chennai,5.8,6.4,0.5,16156.0,5881.0,22037.0,0.69,47.0,3.1,3.2,1.3,Detractor,True,True,4.4,4.0,Available,Phone,True,False
SRV_000189,CUST_01536,2025-07-15 05:00:18.740245,Oil Change,Powai,Mumbai,1.4,1.6,0.2,2989.0,446.0,3435.0,0.7,96.0,4.9,3.2,2.3,Detractor,True,True,4.7,4.6,Delayed,Phone,True,False
SRV_000190,CUST_01077,2024-06-26 05:00:18.701242,Battery Replacement,Mansarovar,Jaipur,1.8,1.6,0.0,5724.0,1489.0,7213.0,0.9,24.0,3.7,4.5,9.4,Promoter,False,True,3.3,4.3,Available,Mobile App,True,False
SRV_000191,CUST_00003,2024-09-11 05:00:18.655244,Engine Repair,Aliganj,Lucknow,10.4,10.1,0.0,18461.0,5817.0,24278.0,0.79,98.0,4.2,4.1,7.6,Passive,True,True,3.6,4.6,Available,Phone,False,False
SRV_000192,CUST_01655,2024-04-14 05:00:18.759243,Regular Service,Park Street,Kolkata,3.2,3.2,0.0,4913.0,1515.0,6428.0,0.98,27.0,3.9,4.5,7.7,Passive,False,True,4.1,3.8,Delayed,Mobile App,False,True
SRV_000193,CUST_00426,2024-07-21 05:00:18.685242,AC Service,Satellite,Ahmedabad,3.2,5.6,2.4,3949.0,1504.0,5453.0,0.9,85.0,3.2,4.1,7.9,Passive,True,True,3.4,4.4,Not Available,Online,True,False
SRV_000194,CUST_00086,2025-10-11 05:00:18.657826,Regular Service,C-Scheme,Jaipur,4.0,3.6,0.0,4916.0,1089.0,6005.0,0.85,37.0,3.1,3.2,2.7,Detractor,True,True,3.8,3.9,Available,Phone,True,False
SRV_000195,CUST_01626,2023-10-06 05:00:18.742244,Major Service,Electronic City,Bangalore,4.0,5.6,1.6,10128.0,1602.0,11730.0,0.66,13.0,3.7,3.4,2.3,Detractor,True,True,4.2,4.6,Not Available,Mobile App,False,False
SRV_000196,CUST_01023,2023-09-30 05:00:18.700242,Brake Service,Goregaon,Mumbai,3.5,3.0,0.0,6449.0,2195.0,8644.0,0.84,26.0,4.9,3.8,8.0,Passive,False,True,4.6,4.0,Not Available,Phone,False,False
SRV_000197,CUST_01140,2025-04-15 05:00:18.720246,Regular Service,T. Nagar,Chennai,2.2,3.4,1.2,3648.0,702.0,4350.0,0.69,89.0,3.4,2.7,1.4,Detractor,False,True,4.4,4.1,Delayed,Walk-in,True,True
SRV_000198,CUST_00506,2025-06-03 05:00:18.687241,Regular Service,Vastrapur,Ahmedabad,2.2,2.8,0.6,5630.0,1185.0,6814.0,0.69,55.0,3.4,2.9,3.5,Detractor,False,True,3.2,3.8,Not Available,Walk-in,True,True
SRV_000199,CUST_00887,2025-03-03 05:00:18.696242,Regular Service,Gomti Nagar,Lucknow,2.6,2.3,0.0,5469.0,451.0,5919.0,0.63,68.0,4.6,3.1,2.5,Detractor,True,True,4.1,3.6,Not Available,Mobile App,False,False
SRV_000200,CUST_00150,2024-01-27 05:00:18.660247,Regular Service,Thane,Mumbai,2.8,3.1,0.3,3362.0,71.0,3434.0,0.6,35.0,3.4,4.2,7.7,Passive,True,True,4.4,3.8,Delayed,Online,True,False
SRV_000201,CUST_00213,2022-12-24 05:00:18.661250,Regular Service,Mansarovar,Jaipur,2.8,2.8,0.0,3507.0,1226.0,4733.0,0.73,16.0,3.2,4.2,7.9,Passive,False,True,4.6,3.5,Delayed,Mobile App,True,True
SRV_000202,CUST_00970,2023-04-10 05:00:18.698242,Regular Service,Hazratganj,Lucknow,2.0,3.5,1.5,4216.0,955.0,5171.0,0.76,9.0,3.2,4.1,7.1,Passive,True,True,3.6,4.8,Not Available,Phone,True,False
SRV_000203,CUST_00470,2025-02-06 05:00:18.686242,Oil Change,Salt Lake,Kolkata,1.6,1.7,0.0,1710.0,19.0,1729.0,0.9,17.0,3.8,4.2,7.2,Passive,True,True,3.5,3.8,Available,Mobile App,True,False
SRV_000204,CUST_00458,2023-02-22 05:00:18.685242,Regular Service,Goregaon,Mumbai,2.7,2.3,0.0,4427.0,1523.0,5950.0,0.69,6.0,4.3,3.3,4.6,Detractor,False,True,3.5,4.3,Delayed,Phone,False,False
SRV_000205,CUST_00573,2023-12-05 05:00:18.689246,Regular Service,Kukatpally,Hyderabad,3.4,4.0,0.6,4392.0,768.0,5161.0,0.85,100.0,3.9,4.3,7.6,Passive,True,True,3.7,4.8,Available,Walk-in,True,False
SRV_000206,CUST_00860,2024-09-28 05:00:18.696242,Regular Service,Whitefield,Bangalore,2.5,3.4,0.9,2998.0,1016.0,4013.0,0.76,17.0,3.9,3.5,3.1,Detractor,False,True,3.9,5.0,Available,Phone,False,False
SRV_000207,CUST_01914,2023-07-29 05:00:18.766104,Brake Service,Koramangala,Bangalore,3.7,2.8,0.0,4443.0,785.0,5227.0,0.91,78.0,3.3,4.2,7.2,Passive,False,True,4.5,4.3,Delayed,Phone,True,False
SRV_000208,CUST_00853,2023-10-16 05:00:18.695242,Regular Service,Rohini,Delhi,3.0,3.6,0.7,4066.0,245.0,4311.0,0.66,29.0,4.1,3.5,8.0,Passive,True,True,4.3,4.1,Delayed,Mobile App,True,False
SRV_000209,CUST_01329,2023-10-10 05:00:18.734243,Transmission Service,Secunderabad,Hyderabad,4.9,6.2,1.3,9722.0,2842.0,12563.0,0.84,104.0,4.7,3.9,7.5,Passive,False,True,4.3,4.3,Available,Mobile App,True,False
SRV_000210,CUST_00106,2023-04-11 05:00:18.658241,Regular Service,C-Scheme,Jaipur,2.0,2.1,0.2,2984.0,566.0,3550.0,0.67,115.0,3.8,4.0,7.1,Passive,False,True,4.8,3.5,Available,Mobile App,False,False
SRV_000211,CUST_00113,2023-12-23 05:00:18.658241,Major Service,Maninagar,Ahmedabad,4.7,4.1,0.0,11387.0,3570.0,14957.0,0.91,86.0,4.1,3.8,7.3,Passive,True,True,3.7,4.1,Available,Online,False,True
SRV_000212,CUST_01704,2024-06-30 05:00:18.760245,Brake Service,Baner,Pune,4.4,5.0,0.7,7606.0,35.0,7641.0,0.8,70.0,4.1,3.3,3.9,Detractor,False,True,3.2,4.1,Not Available,Online,False,False
SRV_000213,CUST_00169,2023-08-26 05:00:18.660247,AC Service,Lajpat Nagar,Delhi,2.0,3.4,1.4,3650.0,876.0,4526.0,0.64,9.0,4.1,2.8,2.4,Detractor,False,True,4.5,3.8,Available,Walk-in,False,False
SRV_000214,CUST_00709,2025-06-24 05:00:18.692244,Regular Service,Koramangala,Bangalore,2.6,3.6,1.0,4962.0,1900.0,6862.0,0.71,62.0,3.1,3.7,7.1,Passive,True,False,3.4,3.6,Delayed,Online,True,False
SRV_000215,CUST_00263,2023-07-21 05:00:18.663245,Regular Service,Hinjewadi,Pune,2.6,2.3,0.0,4131.0,1095.0,5227.0,0.94,111.0,4.0,4.6,9.9,Promoter,False,False,3.8,4.3,Available,Online,True,False
SRV_000216,CUST_00125,2024-03-03 05:00:18.659245,Oil Change,Malad,Mumbai,1.1,1.4,0.2,2768.0,222.0,2991.0,0.73,12.0,3.3,4.0,8.0,Passive,True,True,4.0,5.0,Available,Mobile App,True,False
SRV_000217,CUST_01190,2025-08-13 05:00:18.722244,Regular Service,Vaishali Nagar,Jaipur,2.3,3.3,1.0,2240.0,705.0,2945.0,0.63,99.0,3.9,3.3,4.2,Detractor,False,False,5.0,4.0,Delayed,Online,True,False
SRV_000218,CUST_01973,2024-04-29 05:00:18.767245,Oil Change,Baner,Pune,1.8,1.6,0.0,3195.0,152.0,3347.0,0.85,60.0,3.1,4.1,7.9,Passive,True,False,4.0,4.2,Delayed,Mobile App,True,False
SRV_000219,CUST_01969,2025-06-15 05:00:18.767245,Oil Change,Whitefield,Bangalore,1.6,1.4,0.0,2946.0,44.0,2990.0,0.99,22.0,4.5,4.2,7.8,Passive,True,True,3.7,4.8,Available,Phone,True,False
SRV_000220,CUST_00329,2024-11-18 05:00:18.664243,Regular Service,Rohini,Delhi,3.2,2.2,0.0,3233.0,858.0,4091.0,0.63,62.0,4.5,4.1,7.3,Passive,True,True,3.6,3.6,Available,Walk-in,False,False
SRV_000221,CUST_00101,2024-02-25 05:00:18.658241,Brake Service,Whitefield,Bangalore,5.2,4.3,0.0,5333.0,1158.0,6491.0,0.81,9.0,3.8,4.5,7.6,Passive,True,False,3.2,5.0,Not Available,Walk-in,False,False
